ubp5_targets,cat
AT1G24545,De-novo marked
AT1G24560,De-novo marked
AT1G24610,De-novo marked
AT1G24706,De-novo marked
AT1G24967,Unchanged
AT1G25053,Unchanged
AT1G25054,De-novo marked
AT1G25055,De-novo marked
AT1G25083,Unchanged
AT1G25097,Unchanged
AT1G25209,Unchanged
AT1G25210,De-novo marked
AT1G25211,De-novo marked
AT1G25220,De-novo marked
AT1G25320,De-novo marked
AT1G25350,Unchanged
AT1G25370,Hyper-marked
AT1G25375,De-novo marked
AT1G25380,De-novo marked
AT1G25420,Hypo-marked
AT1G25480,Unchanged
AT1G25520,De-novo marked
AT1G25540,De-novo marked
AT1G25580,De-novo marked
AT1G25682,Unchanged
AT1G26090,De-novo marked
AT1G26110,Unchanged
AT1G26130,Unchanged
AT1G26170,Hyper-marked
AT1G26180,Hyper-marked
AT1G26190,De-novo marked
AT1G26218,Hyper-marked
AT1G26220,Hyper-marked
AT1G26233,Hyper-marked
AT1G26235,Hyper-marked
AT1G26300,De-novo marked
AT1G26330,Unchanged
AT1G26370,De-novo marked
AT1G26460,Hypo-marked
AT1G26470,De-novo marked
AT1G26500,De-novo marked
AT1G26550,Unchanged
AT1G26580,Unchanged
AT1G26630,Unchanged
AT1G26650,De-novo marked
AT1G26665,Unchanged
AT1G26670,De-novo marked
AT1G26690,Hyper-marked
AT1G26740,Hyper-marked
AT1G26750,Hyper-marked
AT1G26830,Unchanged
AT1G26900,Hyper-marked
AT1G26910,Hyper-marked
AT1G26940,De-novo marked
AT1G27000,Unchanged
AT1G27050,Hypo-marked
AT1G27090,Hyper-marked
AT1G27120,Hyper-marked
AT1G27150,Unchanged
AT1G27170,Unchanged
AT1G27200,Hyper-marked
AT1G27320,Unchanged
AT1G27340,Unchanged
AT1G27350,De-novo marked
AT1G27385,De-novo marked
AT1G27430,De-novo marked
AT1G27435,Unchanged
AT1G27440,De-novo marked
AT1G27460,Unchanged
AT1G27470,Hyper-marked
AT1G27500,De-novo marked
AT1G27530,De-novo marked
AT1G27555,Unchanged
AT1G27560,Unchanged
AT1G27570,Hypo-marked
AT1G27580,Unchanged
AT1G27595,Unchanged
AT1G27630,Hypo-marked
AT1G27640,Unchanged
AT1G27650,Unchanged
AT1G27690,Hyper-marked
AT1G27695,De-novo marked
AT1G27700,Unchanged
AT1G27720,Hyper-marked
AT1G27760,Hyper-marked
AT1G27840,De-novo marked
AT1G27850,De-novo marked
AT1G27880,Hyper-marked
AT1G28120,De-novo marked
AT1G28150,De-novo marked
AT1G28200,De-novo marked
AT1G28210,De-novo marked
AT1G28240,De-novo marked
AT1G28250,Unchanged
AT1G28320,De-novo marked
AT1G28395,Hypo-marked
AT1G28490,Unchanged
AT1G28510,De-novo marked
AT1G28530,Hyper-marked
AT1G28540,Hyper-marked
AT1G28560,De-novo marked
AT1G28570,Hyper-marked
AT1G28620,Unchanged
AT1G28760,De-novo marked
AT1G29040,De-novo marked
AT1G29060,De-novo marked
AT1G29150,Unchanged
AT1G29170,Hyper-marked
AT1G29220,Unchanged
AT1G29250,De-novo marked
AT1G29260,De-novo marked
AT1G29300,Unchanged
AT1G29320,De-novo marked
AT1G29350,Hyper-marked
AT1G29355,Hyper-marked
AT1G29357,Hyper-marked
AT1G29360,Unchanged
AT1G29370,Hyper-marked
AT1G29465,Unchanged
AT1G29535,De-novo marked
AT1G29630,Unchanged
AT1G29710,De-novo marked
AT1G29760,De-novo marked
AT1G29840,De-novo marked
AT1G29850,De-novo marked
AT1G29880,Hyper-marked
AT1G29890,Hyper-marked
AT1G29900,De-novo marked
AT1G29940,Unchanged
AT1G29960,De-novo marked
AT1G29965,De-novo marked
AT1G29970,Hypo-marked
AT1G30090,De-novo marked
AT1G30100,Hypo-marked
AT1G30120,Hyper-marked
AT1G30200,De-novo marked
AT1G30240,De-novo marked
AT1G30270,Hyper-marked
AT1G30290,De-novo marked
AT1G30300,De-novo marked
AT1G30470,De-novo marked
AT1G30475,De-novo marked
AT1G30480,De-novo marked
AT1G30540,Hyper-marked
AT1G30545,De-novo marked
AT1G30610,Unchanged
AT1G30630,De-novo marked
AT1G30660,De-novo marked
AT1G30680,De-novo marked
AT1G30690,Unchanged
AT1G30845,Unchanged
AT1G30860,Unchanged
AT1G30880,Unchanged
AT1G30890,Unchanged
AT1G30940,Unchanged
AT1G30960,De-novo marked
AT1G30970,Unchanged
AT1G31010,Hyper-marked
AT1G31020,Hyper-marked
AT1G31120,Unchanged
AT1G31150,De-novo marked
AT1G31160,De-novo marked
AT1G31170,Hyper-marked
AT1G31190,De-novo marked
AT1G31220,Unchanged
AT1G31230,De-novo marked
AT1G31240,De-novo marked
AT1G31243,De-novo marked
AT1G31300,Unchanged
AT1G31340,Unchanged
AT1G31350,Hyper-marked
AT1G31460,De-novo marked
AT1G31470,Unchanged
AT1G31500,De-novo marked
AT1G31660,Unchanged
AT1G31730,De-novo marked
AT1G31760,Hypo-marked
AT1G31810,De-novo marked
AT1G31814,De-novo marked
AT1G31817,Unchanged
AT1G31820,Unchanged
AT1G31870,Unchanged
AT1G31940,Unchanged
AT1G32070,De-novo marked
AT1G32120,Hyper-marked
AT1G32130,De-novo marked
AT1G32180,De-novo marked
AT1G32210,De-novo marked
AT1G32220,De-novo marked
AT1G32260,De-novo marked
AT1G32310,De-novo marked
AT1G32330,De-novo marked
AT1G32340,De-novo marked
AT1G32360,De-novo marked
AT1G32380,Unchanged
AT1G32400,Unchanged
AT1G32410,Unchanged
AT1G32500,De-novo marked
AT1G32550,Unchanged
AT1G32580,De-novo marked
AT1G32610,Unchanged
AT1G32620,Unchanged
AT1G32630,Hypo-marked
AT1G32730,De-novo marked
AT1G32750,De-novo marked
AT1G32760,Hyper-marked
AT1G32810,De-novo marked
AT1G32860,Unchanged
AT1G32870,De-novo marked
AT1G32940,Unchanged
AT1G33140,De-novo marked
AT1G33250,Hypo-marked
AT1G33270,De-novo marked
AT1G33360,Hyper-marked
AT1G33400,De-novo marked
AT1G33410,De-novo marked
AT1G33415,Unchanged
AT1G33490,De-novo marked
AT1G33500,De-novo marked
AT1G33520,Unchanged
AT1G33660,Unchanged
AT1G33680,Unchanged
AT1G33780,Unchanged
AT1G33810,De-novo marked
AT1G33980,Unchanged
AT1G34020,De-novo marked
AT1G34030,Unchanged
AT1G34110,Hyper-marked
AT1G34120,De-novo marked
AT1G34130,De-novo marked
AT1G34190,Unchanged
AT1G34200,De-novo marked
AT1G34220,Unchanged
AT1G34340,De-novo marked
AT1G34440,Hyper-marked
AT1G34460,De-novo marked
AT1G34470,De-novo marked
AT1G34630,Unchanged
AT1G34770,Unchanged
AT1G34780,Unchanged
AT1G35060,Unchanged
AT1G35470,De-novo marked
AT1G35510,Hyper-marked
AT1G35515,Unchanged
AT1G35516,Unchanged
AT1G35530,De-novo marked
AT1G35600,Unchanged
AT1G35620,Unchanged
AT1G35710,Unchanged
AT1G36180,De-novo marked
AT1G36280,Unchanged
AT1G36310,Unchanged
AT1G36370,De-novo marked
AT1G36390,De-novo marked
AT1G36980,Unchanged
AT1G36990,De-novo marked
AT1G36992,De-novo marked
AT1G37015,Unchanged
AT1G37040,Unchanged
AT1G37063,Unchanged
AT1G38390,Unchanged
AT1G39070,Unchanged
AT1G40086,Unchanged
AT1G40101,Unchanged
AT1G40124,Unchanged
AT1G40129,Unchanged
AT1G40135,Unchanged
AT1G40141,Unchanged
AT1G40150,Unchanged
AT1G42360,Unchanged
AT1G42430,Hyper-marked
AT1G42440,De-novo marked
AT1G42703,Unchanged
AT1G42990,Unchanged
AT1G43000,Hyper-marked
AT1G43130,Unchanged
AT1G43145,Unchanged
AT1G43690,Unchanged
AT1G43700,De-novo marked
AT1G43770,Unchanged
AT1G43860,De-novo marked
AT1G44000,Hyper-marked
AT1G44120,De-novo marked
AT1G44125,De-novo marked
AT1G44370,Unchanged
AT1G44500,Unchanged
AT1G44740,Unchanged
AT1G44770,Unchanged
AT1G44820,De-novo marked
AT1G44890,De-novo marked
AT1G44900,De-novo marked
AT1G44910,Unchanged
AT1G44960,Unchanged
AT1G45000,Unchanged
AT1G45110,Unchanged
AT1G45120,Unchanged
AT1G45230,De-novo marked
AT1G45233,De-novo marked
AT1G45688,Hypo-marked
AT1G45976,Unchanged
AT1G46554,Unchanged
AT1G47056,De-novo marked
AT1G47200,De-novo marked
AT1G47210,De-novo marked
AT1G47230,De-novo marked
AT1G47260,De-novo marked
AT1G47270,Hyper-marked
AT1G47290,Hyper-marked
AT1G47380,De-novo marked
AT1G47420,Unchanged
AT1G47490,De-novo marked
AT1G47500,De-novo marked
AT1G47550,Unchanged
AT1G47560,Hyper-marked
AT1G47570,Hyper-marked
AT1G47710,Hyper-marked
AT1G47720,De-novo marked
AT1G47740,Unchanged
AT1G47750,De-novo marked
AT1G47830,Unchanged
AT1G47870,De-novo marked
AT1G47900,Hyper-marked
AT1G48040,Unchanged
AT1G48050,De-novo marked
AT1G48100,Hypo-marked
AT1G48110,Unchanged
AT1G48160,De-novo marked
AT1G48170,De-novo marked
AT1G48240,De-novo marked
AT1G48310,Hyper-marked
AT1G48315,Hyper-marked
AT1G48350,De-novo marked
AT1G48355,De-novo marked
AT1G48360,Unchanged
AT1G48380,Unchanged
AT1G48420,De-novo marked
AT1G48450,De-novo marked
AT1G48460,De-novo marked
AT1G48490,Hyper-marked
AT1G48540,Hyper-marked
AT1G48550,Hyper-marked
AT1G48560,Hyper-marked
AT1G48580,Hyper-marked
AT1G48600,De-novo marked
AT1G48610,Unchanged
AT1G48635,Hyper-marked
AT1G48740,Unchanged
AT1G48745,Unchanged
AT1G48760,Hyper-marked
AT1G48770,De-novo marked
AT1G48790,Unchanged
AT1G48870,Hyper-marked
AT1G48880,Unchanged
AT1G48900,Unchanged
AT1G48970,De-novo marked
AT1G49070,Unchanged
AT1G49225,Hypo-marked
AT1G49240,De-novo marked
AT1G49340,Unchanged
AT1G49380,De-novo marked
AT1G49400,De-novo marked
AT1G49410,De-novo marked
AT1G49490,Unchanged
AT1G49580,Hyper-marked
AT1G49590,Unchanged
AT1G49610,De-novo marked
AT1G49620,Unchanged
AT1G49710,Unchanged
AT1G49730,Unchanged
AT1G49760,Hyper-marked
AT1G49780,Unchanged
AT1G49790,Hyper-marked
AT1G49832,Unchanged
AT1G49850,Unchanged
AT1G49870,Unchanged
AT1G49910,De-novo marked
AT1G49950,Unchanged
AT1G49952,Unchanged
AT1G49970,Unchanged
AT1G49980,Unchanged
AT1G50030,Unchanged
AT1G50040,Unchanged
AT1G50120,Unchanged
AT1G50140,Unchanged
AT1G50170,Hyper-marked
AT1G50240,De-novo marked
AT1G50250,Hyper-marked
AT1G50260,Hyper-marked
AT1G50270,Unchanged
AT1G50300,Unchanged
AT1G50360,De-novo marked
AT1G50370,De-novo marked
AT1G50380,Hyper-marked
AT1G50410,De-novo marked
AT1G50440,Unchanged
AT1G50490,De-novo marked
AT1G50500,De-novo marked
AT1G50575,Unchanged
AT1G50620,De-novo marked
AT1G50659,Unchanged
AT1G50660,Unchanged
AT1G50670,Unchanged
AT1G50700,Hyper-marked
AT1G50710,De-novo marked
AT1G50840,Unchanged
AT1G50890,De-novo marked
AT1G50910,De-novo marked
AT1G50970,Unchanged
AT1G51060,De-novo marked
AT1G51070,De-novo marked
AT1G51100,De-novo marked
AT1G51130,De-novo marked
AT1G51140,Hyper-marked
AT1G51160,Hypo-marked
AT1G51200,Unchanged
AT1G51350,De-novo marked
AT1G51360,De-novo marked
AT1G51370,De-novo marked
AT1G51390,Unchanged
AT1G51450,De-novo marked
AT1G51510,Unchanged
AT1G51520,Unchanged
AT1G51538,De-novo marked
AT1G51610,De-novo marked
AT1G51630,De-novo marked
AT1G51710,Unchanged
AT1G51730,Unchanged
AT1G51740,Unchanged
AT1G51760,Hyper-marked
AT1G51965,De-novo marked
AT1G52260,Unchanged
AT1G52300,Unchanged
AT1G52310,De-novo marked
AT1G52320,De-novo marked
AT1G52420,De-novo marked
AT1G52500,Unchanged
AT1G52510,Hyper-marked
AT1G52520,Hyper-marked
AT1G52530,Unchanged
AT1G52540,De-novo marked
AT1G52550,De-novo marked
AT1G52565,Hyper-marked
AT1G52600,De-novo marked
AT1G52615,Hypo-marked
AT1G52730,De-novo marked
AT1G52740,Unchanged
AT1G52825,De-novo marked
AT1G52870,Hyper-marked
AT1G53025,De-novo marked
AT1G53035,De-novo marked
AT1G53040,De-novo marked
AT1G53050,Unchanged
AT1G53140,De-novo marked
AT1G53165,Unchanged
AT1G53200,De-novo marked
AT1G53230,Hypo-marked
AT1G53233,Hypo-marked
AT1G53250,De-novo marked
AT1G53280,Hyper-marked
AT1G53290,De-novo marked
AT1G53300,De-novo marked
AT1G53320,De-novo marked
AT1G53400,Unchanged
AT1G53460,De-novo marked
AT1G53480,De-novo marked
AT1G53490,De-novo marked
AT1G53510,De-novo marked
AT1G53520,Hyper-marked
AT1G53530,Hyper-marked
AT1G53590,De-novo marked
AT1G53640,Hypo-marked
AT1G53645,De-novo marked
AT1G53650,De-novo marked
AT1G53670,De-novo marked
AT1G53690,Unchanged
AT1G53750,Unchanged
AT1G53770,De-novo marked
AT1G53850,Unchanged
AT1G53875,Unchanged
AT1G53880,Unchanged
AT1G53900,Unchanged
AT1G54030,Unchanged
AT1G54050,De-novo marked
AT1G54080,Unchanged
AT1G54100,Hyper-marked
AT1G54110,Hyper-marked
AT1G54115,Unchanged
AT1G54150,Hyper-marked
AT1G54170,De-novo marked
AT1G54180,Hyper-marked
AT1G54210,De-novo marked
AT1G54220,Hyper-marked
AT1G54240,Hyper-marked
AT1G54260,Unchanged
AT1G54270,Unchanged
AT1G54290,De-novo marked
AT1G54320,De-novo marked
AT1G54360,Hyper-marked
AT1G54390,De-novo marked
AT1G54520,De-novo marked
AT1G54570,De-novo marked
AT1G54690,De-novo marked
AT1G54710,De-novo marked
AT1G54840,Hyper-marked
AT1G54850,Hyper-marked
AT1G54920,De-novo marked
AT1G54923,Unchanged
AT1G54926,Unchanged
AT1G54960,Unchanged
AT1G54990,De-novo marked
AT1G55040,Unchanged
AT1G55080,De-novo marked
AT1G55140,De-novo marked
AT1G55150,De-novo marked
AT1G55170,Unchanged
AT1G55205,De-novo marked
AT1G55280,De-novo marked
AT1G55300,De-novo marked
AT1G55310,De-novo marked
AT1G55350,Unchanged
AT1G55365,Unchanged
AT1G55370,Unchanged
AT1G55420,Unchanged
AT1G55460,Unchanged
AT1G55475,Hyper-marked
AT1G55480,Hyper-marked
AT1G55500,De-novo marked
AT1G55520,Unchanged
AT1G55535,De-novo marked
AT1G55540,Unchanged
AT1G55590,De-novo marked
AT1G55610,Hypo-marked
AT1G55620,De-novo marked
AT1G55630,Unchanged
AT1G55675,Unchanged
AT1G55680,Unchanged
AT1G55750,De-novo marked
AT1G55760,De-novo marked
AT1G55803,Hyper-marked
AT1G55805,Hyper-marked
AT1G55820,De-novo marked
AT1G55840,De-novo marked
AT1G55860,De-novo marked
AT1G55865,Hyper-marked
AT1G55870,Hyper-marked
AT1G55880,Unchanged
AT1G55890,Unchanged
AT1G55900,De-novo marked
AT1G55910,Unchanged
AT1G55915,Unchanged
AT1G55960,Unchanged
AT1G55980,Hyper-marked
AT1G56000,Hyper-marked
AT1G56090,De-novo marked
AT1G56170,Unchanged
AT1G56180,Hyper-marked
AT1G56290,Unchanged
AT1G56310,De-novo marked
AT1G56330,De-novo marked
AT1G56340,De-novo marked
AT1G56345,De-novo marked
AT1G56350,De-novo marked
AT1G56420,De-novo marked
AT1G56423,Unchanged
AT1G56450,De-novo marked
AT1G56460,De-novo marked
AT1G56560,De-novo marked
AT1G57610,De-novo marked
AT1G57660,Unchanged
AT1G57700,Unchanged
AT1G57770,Hyper-marked
AT1G57790,Unchanged
AT1G57860,De-novo marked
AT1G57870,Unchanged
AT1G57906,Unchanged
AT1G58025,Unchanged
AT1G58200,De-novo marked
AT1G58210,De-novo marked
AT1G58220,Unchanged
AT1G58235,De-novo marked
AT1G58440,De-novo marked
AT1G58470,Unchanged
AT1G58520,De-novo marked
AT1G59510,De-novo marked
AT1G59520,Unchanged
AT1G59560,De-novo marked
AT1G59600,De-novo marked
AT1G59750,Unchanged
AT1G59820,Unchanged
AT1G59860,De-novo marked
AT1G59970,Unchanged
AT1G59980,Hyper-marked
AT1G60170,Unchanged
AT1G60190,Hyper-marked
AT1G60200,De-novo marked
AT1G60220,De-novo marked
AT1G60430,De-novo marked
AT1G60460,De-novo marked
AT1G60490,De-novo marked
AT1G60525,Hyper-marked
AT1G60530,Hyper-marked
AT1G60540,Unchanged
AT1G60545,Hyper-marked
AT1G60560,Unchanged
AT1G60600,De-novo marked
AT1G60620,De-novo marked
AT1G60640,De-novo marked
AT1G60650,De-novo marked
AT1G60660,De-novo marked
AT1G60670,De-novo marked
AT1G60690,Hyper-marked
AT1G60700,Hyper-marked
AT1G60770,De-novo marked
AT1G60850,De-novo marked
AT1G60890,Hyper-marked
AT1G60930,Unchanged
AT1G60940,De-novo marked
AT1G60995,De-novo marked
AT1G61000,De-novo marked
AT1G61010,De-novo marked
AT1G61040,De-novo marked
AT1G61065,De-novo marked
AT1G61100,Unchanged
AT1G61140,Unchanged
AT1G61150,De-novo marked
AT1G61190,Hypo-marked
AT1G61210,Unchanged
AT1G61250,Unchanged
AT1G61260,Unchanged
AT1G61275,Unchanged
AT1G61280,Unchanged
AT1G61340,Unchanged
AT1G61350,De-novo marked
AT1G61410,Hyper-marked
AT1G61620,Unchanged
AT1G61640,De-novo marked
AT1G61670,De-novo marked
AT1G61730,Unchanged
AT1G61740,Hyper-marked
AT1G61770,De-novo marked
AT1G61780,Unchanged
AT1G61790,Unchanged
AT1G61850,De-novo marked
AT1G61870,De-novo marked
AT1G61900,De-novo marked
AT1G61960,De-novo marked
AT1G61970,De-novo marked
AT1G61980,De-novo marked
AT1G61990,Unchanged
AT1G62010,De-novo marked
AT1G62040,Unchanged
AT1G62110,Unchanged
AT1G62120,De-novo marked
AT1G62130,Hyper-marked
AT1G62180,Unchanged
AT1G62250,Unchanged
AT1G62305,Hyper-marked
AT1G62310,De-novo marked
AT1G62330,Hyper-marked
AT1G62350,Unchanged
AT1G62390,De-novo marked
AT1G62430,Unchanged
AT1G62670,De-novo marked
AT1G62680,De-novo marked
AT1G62720,Unchanged
AT1G62740,De-novo marked
AT1G62820,Unchanged
AT1G62830,Unchanged
AT1G62850,Unchanged
AT1G62870,Hyper-marked
AT1G62880,Hyper-marked
AT1G62914,De-novo marked
AT1G62930,De-novo marked
AT1G62950,Hyper-marked
AT1G62960,De-novo marked
AT1G62970,De-novo marked
AT1G63000,De-novo marked
AT1G63050,Hyper-marked
AT1G63090,De-novo marked
AT1G63120,De-novo marked
AT1G63130,Unchanged
AT1G63160,De-novo marked
AT1G63170,De-novo marked
AT1G63220,De-novo marked
AT1G63230,De-novo marked
AT1G63240,Hyper-marked
AT1G63250,Hyper-marked
AT1G63290,Unchanged
AT1G63300,Hyper-marked
AT1G63370,Unchanged
AT1G63380,Unchanged
AT1G63400,Hyper-marked
AT1G63440,Hyper-marked
AT1G63470,Unchanged
AT1G63480,Unchanged
AT1G63500,Unchanged
AT1G63610,De-novo marked
AT1G63640,Unchanged
AT1G63660,De-novo marked
AT1G63670,Unchanged
AT1G63690,De-novo marked
AT1G63700,Unchanged
AT1G63730,Hyper-marked
AT1G63740,Unchanged
AT1G63780,De-novo marked
AT1G63855,De-novo marked
AT1G63930,Unchanged
AT1G63940,De-novo marked
AT1G63970,De-novo marked
AT1G63980,De-novo marked
AT1G63990,De-novo marked
AT1G64040,De-novo marked
AT1G64050,De-novo marked
AT1G64080,Hypo-marked
AT1G64100,Hyper-marked
AT1G64105,Hyper-marked
AT1G64140,Unchanged
AT1G64150,Hyper-marked
AT1G64170,Unchanged
AT1G64180,Unchanged
AT1G64190,Unchanged
AT1G64300,De-novo marked
AT1G64385,Unchanged
AT1G64450,Unchanged
AT1G64455,Unchanged
AT1G64460,De-novo marked
AT1G64520,De-novo marked
AT1G64563,Unchanged
AT1G64570,Unchanged
AT1G64610,Unchanged
AT1G64625,De-novo marked
AT1G64630,Unchanged
AT1G64633,De-novo marked
AT1G64750,Unchanged
AT1G64840,De-novo marked
AT1G64860,Hyper-marked
AT1G64890,Hyper-marked
AT1G64960,Unchanged
AT1G64980,Unchanged
AT1G65020,De-novo marked
AT1G65030,De-novo marked
AT1G65040,Hyper-marked
AT1G65080,Hyper-marked
AT1G65220,Unchanged
AT1G65250,De-novo marked
AT1G65260,De-novo marked
AT1G65270,De-novo marked
AT1G65320,Unchanged
AT1G65430,De-novo marked
AT1G65440,De-novo marked
AT1G65470,De-novo marked
AT1G65540,Unchanged
AT1G65541,Unchanged
AT1G65560,Unchanged
AT1G65650,Unchanged
AT1G65660,De-novo marked
AT1G65720,Hypo-marked
AT1G65820,Unchanged
AT1G65840,De-novo marked
AT1G65950,De-novo marked
AT1G66040,Unchanged
AT1G66070,Unchanged
AT1G66080,De-novo marked
AT1G66170,Hyper-marked
AT1G66260,Unchanged
AT1G66330,Unchanged
AT1G66340,De-novo marked
AT1G66345,De-novo marked
AT1G66500,De-novo marked
AT1G66580,Unchanged
AT1G66590,De-novo marked
AT1G66620,De-novo marked
AT1G66660,Unchanged
AT1G66670,Hyper-marked
AT1G66680,Hypo-marked
AT1G66730,Unchanged
AT1G66740,De-novo marked
AT1G66750,De-novo marked
AT1G66810,De-novo marked
AT1G67035,Unchanged
AT1G67060,Unchanged
AT1G67120,Unchanged
AT1G67170,Hypo-marked
AT1G67180,Unchanged
AT1G67190,De-novo marked
AT1G67210,De-novo marked
AT1G67250,De-novo marked
AT1G67325,De-novo marked
AT1G67350,De-novo marked
AT1G67370,Hyper-marked
AT1G67410,Unchanged
AT1G67430,Unchanged
AT1G67440,De-novo marked
AT1G67490,De-novo marked
AT1G67510,Unchanged
AT1G67570,De-novo marked
AT1G67580,Unchanged
AT1G67600,Unchanged
AT1G67620,Unchanged
AT1G67650,De-novo marked
AT1G67680,De-novo marked
AT1G67690,De-novo marked
AT1G67780,De-novo marked
AT1G67785,De-novo marked
AT1G67970,De-novo marked
AT1G68000,Unchanged
AT1G68030,De-novo marked
AT1G68050,Hyper-marked
AT1G68070,De-novo marked
AT1G68080,Unchanged
AT1G68120,Unchanged
AT1G68140,Unchanged
AT1G68185,Unchanged
AT1G68200,De-novo marked
AT1G68220,Hyper-marked
AT1G68260,De-novo marked
AT1G68310,De-novo marked
AT1G68340,De-novo marked
AT1G68370,De-novo marked
AT1G68580,Unchanged
AT1G68660,De-novo marked
AT1G68680,De-novo marked
AT1G68830,Hypo-marked
AT1G68890,De-novo marked
AT1G69060,De-novo marked
AT1G69070,De-novo marked
AT1G69170,De-novo marked
AT1G69200,Unchanged
AT1G69250,Unchanged
AT1G69252,De-novo marked
AT1G69290,De-novo marked
AT1G69380,De-novo marked
AT1G69400,Unchanged
AT1G69410,Unchanged
AT1G69420,Unchanged
AT1G69460,Unchanged
AT1G69485,Hyper-marked
AT1G69640,Unchanged
AT1G69670,De-novo marked
AT1G69740,Hypo-marked
AT1G69750,Unchanged
AT1G69770,De-novo marked
AT1G69800,Unchanged
AT1G69830,De-novo marked
AT1G69960,De-novo marked
AT1G69980,Hyper-marked
AT1G70160,De-novo marked
AT1G70190,Hyper-marked
AT1G70280,De-novo marked
AT1G70300,Hyper-marked
AT1G70310,Unchanged
AT1G70320,Unchanged
AT1G70330,De-novo marked
AT1G70335,De-novo marked
AT1G70350,De-novo marked
AT1G70360,De-novo marked
AT1G70490,Unchanged
AT1G70518,De-novo marked
AT1G70570,De-novo marked
AT1G70620,Unchanged
AT1G70650,Unchanged
AT1G70660,Unchanged
AT1G70730,De-novo marked
AT1G70740,De-novo marked
AT1G70750,De-novo marked
AT1G70780,Hyper-marked
AT1G70900,De-novo marked
AT1G70980,Unchanged
AT1G71020,Hyper-marked
AT1G71070,De-novo marked
AT1G71080,De-novo marked
AT1G71090,De-novo marked
AT1G71100,Hyper-marked
AT1G71110,Hyper-marked
AT1G71130,Hypo-marked
AT1G71170,Hypo-marked
AT1G71190,Unchanged
AT1G71210,Unchanged
AT1G71240,Unchanged
AT1G71260,Unchanged
AT1G71310,De-novo marked
AT1G71340,De-novo marked
AT1G71350,De-novo marked
AT1G71380,Unchanged
AT1G71430,Unchanged
AT1G71440,Hyper-marked
AT1G71480,Unchanged
AT1G71696,Hypo-marked
AT1G71720,De-novo marked
AT1G71750,Hyper-marked
AT1G71760,Hyper-marked
AT1G71800,De-novo marked
AT1G71810,Hyper-marked
AT1G71820,Unchanged
AT1G71850,De-novo marked
AT1G71860,De-novo marked
AT1G71865,Unchanged
AT1G71900,Unchanged
AT1G71910,Hyper-marked
AT1G71920,De-novo marked
AT1G71940,De-novo marked
AT1G71950,Unchanged
AT1G71980,De-novo marked
AT1G72020,Hypo-marked
AT1G72040,Unchanged
AT1G72090,Hypo-marked
AT1G72125,Hypo-marked
AT1G72160,Hyper-marked
AT1G72170,Hyper-marked
AT1G72190,Hypo-marked
AT1G72200,Hypo-marked
AT1G72250,De-novo marked
AT1G72275,Hyper-marked
AT1G72300,Hyper-marked
AT1G72310,De-novo marked
AT1G72340,De-novo marked
AT1G72360,De-novo marked
AT1G72390,De-novo marked
AT1G72410,De-novo marked
AT1G72440,Hyper-marked
AT1G72470,Unchanged
AT1G72550,De-novo marked
AT1G72560,Unchanged
AT1G72600,Hypo-marked
AT1G72620,Hypo-marked
AT1G72650,Unchanged
AT1G72690,Hyper-marked
AT1G72790,Unchanged
AT1G72810,Unchanged
AT1G72820,De-novo marked
AT1G72840,Hyper-marked
AT1G72850,Hyper-marked
AT1G72852,Hyper-marked
AT1G72855,Hyper-marked
AT1G72860,Hyper-marked
AT1G72870,Unchanged
AT1G72880,De-novo marked
AT1G72920,Hypo-marked
AT1G72950,De-novo marked
AT1G72990,Unchanged
AT1G73010,Unchanged
AT1G73020,De-novo marked
AT1G73030,Unchanged
AT1G73060,Unchanged
AT1G73100,De-novo marked
AT1G73110,Hypo-marked
AT1G73150,Unchanged
AT1G73170,Unchanged
AT1G73200,De-novo marked
AT1G73230,Unchanged
AT1G73240,De-novo marked
AT1G73250,De-novo marked
AT1G73350,De-novo marked
AT1G73380,De-novo marked
AT1G73390,Unchanged
AT1G73430,Hyper-marked
AT1G73440,Hyper-marked
AT1G73445,Unchanged
AT1G73450,Unchanged
AT1G73460,Unchanged
AT1G73480,Hyper-marked
AT1G73540,Unchanged
AT1G73670,Unchanged
AT1G73690,De-novo marked
AT1G73710,Unchanged
AT1G73720,De-novo marked
AT1G73730,Unchanged
AT1G73740,Hyper-marked
AT1G73770,De-novo marked
AT1G73790,De-novo marked
AT1G73805,De-novo marked
AT1G73830,Unchanged
AT1G73840,Unchanged
AT1G73875,Unchanged
AT1G73910,Unchanged
AT1G73930,De-novo marked
AT1G73950,Unchanged
AT1G73970,Unchanged
AT1G73980,Hyper-marked
AT1G73990,Hyper-marked
AT1G74040,Hyper-marked
AT1G74070,De-novo marked
AT1G74120,Unchanged
AT1G74130,Unchanged
AT1G74205,Unchanged
AT1G74210,Unchanged
AT1G74240,De-novo marked
AT1G74250,De-novo marked
AT1G74280,Hyper-marked
